Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr
9/6/2022,13:0:0,9.08,7.82,7.87,5.57,197.74,80.181
9/6/2022,13:15:0,9.06,7.84,7.98,5.56,157.8,80.267
9/6/2022,13:30:0,9.06,7.91,8.52,6.38,173.35,80.271
9/6/2022,13:45:0,8.84,7.83,7.7,6.69,152.41,80.217
9/6/2022,14:0:0,8.68,7.85,8.19,7.24,135.5,80.121
9/6/2022,14:15:0,8.71,7.78,7.59,6.15,172.72,80.112
9/6/2022,14:30:0,8.7,7.84,7.77,6.09,143.36,80.218
9/6/2022,14:45:0,8.89,7.82,7.45,6.41,144.28,80.346
9/6/2022,15:0:0,8.8,7.96,9.1,8.22,214.3,80.208
9/6/2022,15:15:0,9.43,7.76,7.21,5.41,129.36,80.638
9/6/2022,15:30:0,9.01,7.82,7.57,5.87,130.65,80.424
9/6/2022,15:45:0,9.09,7.82,7.72,5.56,112.2,80.442
9/6/2022,16:0:0,8.62,7.84,7.67,6.04,132.52,80.299
9/6/2022,16:15:0,8.43,7.91,8.39,7.15,210.43,80.172
9/6/2022,16:30:0,8.52,7.8,7.39,5.85,113.93,80.26
9/6/2022,16:45:0,8.44,7.83,7.64,6.3,111.67,80.177
9/6/2022,17:0:0,8.22,7.84,7.89,5.82,91.64,80.047
9/6/2022,17:15:0,8.1,7.78,7.45,5.86,84.88,79.939
9/6/2022,17:30:0,7.86,7.75,7.21,5.92,55.54,79.777
9/6/2022,17:45:0,7.68,7.69,6.99,5.6,45.3,79.716
9/6/2022,18:0:0,7.7,7.68,6.8,5.75,39.28,79.556
9/6/2022,18:15:0,7.62,7.68,6.82,5.51,38.78,79.551
9/6/2022,18:30:0,7.45,7.7,6.99,6.07,46.25,79.407
9/6/2022,18:45:0,7.42,7.67,6.47,5.83,43.06,79.336
9/6/2022,19:0:0,7.34,7.67,6.76,6.07,41.36,79.221
9/6/2022,19:15:0,7.45,7.55,6.23,5.84,55.84,79.331
9/6/2022,19:30:0,7.37,7.62,6.66,6.12,41.77,79.178
9/6/2022,19:45:0,7.29,7.58,6.05,5.73,29.95,79.164
9/6/2022,20:0:0,7.3,7.62,6.46,5.75,34.63,79.245
9/6/2022,20:15:0,7.36,7.65,6.49,5.66,37.73,79.201
9/6/2022,20:30:0,7.46,7.6,6.19,5.16,44.71,79.239
9/6/2022,20:45:0,7.46,7.62,6.15,4.98,43.86,79.174
9/6/2022,21:0:0,7.49,7.59,6.36,5.04,42.43,79.099
9/6/2022,21:15:0,7.53,7.59,6.28,5.25,50.05,78.966
9/6/2022,21:30:0,7.65,7.57,5.99,4.7,45.21,79.196
9/6/2022,21:45:0,7.68,7.56,5.96,4.56,46.58,79.239
9/6/2022,22:0:0,7.77,7.54,5.82,4.29,48.7,79.257
9/6/2022,22:15:0,7.79,7.55,5.8,4.55,46.51,79.237
9/6/2022,22:30:0,7.84,7.56,5.92,4.48,41.25,79.201
9/6/2022,22:45:0,7.82,7.56,5.95,4.58,39.75,79.128
9/6/2022,23:0:0,7.89,7.52,5.4,4.15,37.47,79.198
9/6/2022,23:15:0,8.01,7.51,5.07,4.37,39.81,79.272
9/6/2022,23:30:0,8.03,7.48,5.45,3.91,40.77,79.371
9/6/2022,23:45:0,8.12,7.5,5.35,4.05,37.7,79.324
9/7/2022,0:0:0,8.14,7.52,5.36,3.91,37.32,79.277
9/7/2022,0:15:0,8.12,7.49,5.14,3.89,40.62,79.196
9/7/2022,0:30:0,8.05,7.49,5.32,4.02,34.14,79.075
9/7/2022,0:45:0,8.02,7.45,5.13,4.12,34.35,79.191
9/7/2022,1:0:0,8.05,7.42,4.94,3.92,33.37,79.218
9/7/2022,1:15:0,7.98,7.45,5.16,4.17,25.56,79.18
9/7/2022,1:30:0,8.03,7.44,4.99,4.05,26.72,79.14
9/7/2022,1:45:0,8.11,7.44,5.12,4.15,27.2,79.207
9/7/2022,2:0:0,8.21,7.42,4.78,3.94,26.64,79.349
9/7/2022,2:15:0,8.23,7.42,5,4.05,25.19,79.218
9/7/2022,2:30:0,8.33,7.4,4.65,3.87,26.32,79.344
9/7/2022,2:45:0,8.32,7.37,4.54,3.95,31.02,79.308
9/7/2022,3:0:0,8.37,7.37,4.67,3.64,28.46,79.362
9/7/2022,3:15:0,8.52,7.35,4.43,3.45,28.94,79.477
9/7/2022,3:30:0,8.49,7.37,4.54,3.66,27.63,79.371
9/7/2022,3:45:0,8.46,7.37,4.58,3.58,25.76,79.209
9/7/2022,4:0:0,8.65,7.35,4.26,3.36,32.05,79.318
9/7/2022,4:15:0,8.65,7.33,4.26,3.29,30.06,79.356
9/7/2022,4:30:0,8.68,7.34,4.16,3.21,34.47,79.137
9/7/2022,4:45:0,8.88,7.3,3.75,3.02,32.82,79.455
9/7/2022,5:0:0,9.15,7.3,3.82,2.83,30.75,79.592
9/7/2022,5:15:0,9.09,7.32,3.94,2.8,30.91,79.615
9/7/2022,5:30:0,9.24,7.32,3.6,2.83,34.27,79.642
9/7/2022,5:45:0,9.14,7.29,3.4,2.71,47.54,79.759
9/7/2022,6:0:0,9.23,7.3,3.52,2.94,32.05,79.783
9/7/2022,6:15:0,8.99,7.34,4.1,3.36,34.32,79.371
9/7/2022,6:30:0,8.93,7.36,4.26,3.11,32.85,79.435
9/7/2022,6:45:0,8.92,7.34,4.18,2.7,42.69,79.389
9/7/2022,7:0:0,8.94,7.36,4.02,3.17,34.2,79.421
9/7/2022,7:15:0,9.01,7.34,4.17,3.19,29.57,79.479
9/7/2022,7:30:0,9.23,7.31,3.82,2.59,30.52,79.61
9/7/2022,7:45:0,9.01,7.31,3.91,3.08,33.91,79.455
9/7/2022,8:0:0,8.78,7.35,4.22,3.28,43.1,79.254
9/7/2022,8:15:0,8.72,7.32,4.19,3.1,31.86,79.286
9/7/2022,8:30:0,8.67,7.34,4.28,3.34,54.15,79.225
9/7/2022,8:45:0,8.65,7.38,4.55,3.77,71.31,79.101
9/7/2022,9:0:0,8.61,7.38,4.74,3.58,56.73,79.124
9/7/2022,9:15:0,8.58,7.42,5,3.82,65.61,79.198
9/7/2022,9:30:0,8.74,7.4,4.75,3.39,64.86,79.284
9/7/2022,9:45:0,8.56,7.42,5.06,3.86,61.56,79.09
9/7/2022,10:0:0,8.56,7.4,4.85,3.59,85.71,79.171
9/7/2022,10:15:0,8.62,7.43,5.15,3.85,79.63,79.126
9/7/2022,10:30:0,8.48,7.46,5.57,3.86,83.8,78.984
9/7/2022,10:45:0,8.46,7.46,5.26,4.18,81.92,78.985
9/7/2022,11:0:0,8.58,7.45,5.43,4.1,84.39,79.126
9/7/2022,11:15:0,8.35,7.43,5.33,3.95,94.26,79.009
9/7/2022,11:30:0,8.64,7.41,4.93,3.48,73.47,79.272
9/7/2022,11:45:0,8.32,7.43,5.22,4.25,82.33,78.912
9/7/2022,12:0:0,8.73,7.38,4.49,3.13,52.76,79.383
9/7/2022,12:15:0,8.74,7.35,4.57,3.19,69.05,79.461
9/7/2022,12:30:0,9.39,7.31,3.76,2.71,38.03,79.858
9/7/2022,12:45:0,8.77,7.4,4.62,3.14,48.65,79.281
9/7/2022,13:0:0,9,7.41,4.78,3.58,61.67,79.309
9/7/2022,13:15:0,9.01,7.41,4.82,6.18,79.13,79.2
9/7/2022,13:30:0,9.58,7.32,3.39,5.66,35.67,79.722
9/7/2022,13:45:0,9.44,7.33,3.46,5.81,40.33,79.698
9/7/2022,14:0:0,9.57,7.33,3.34,5.58,47.33,79.707
9/7/2022,14:15:0,9.76,7.28,2.77,5.71,21.9,79.911
9/7/2022,14:30:0,9.81,7.27,2.81,5.14,18.44,79.889
9/7/2022,14:45:0,9.78,7.3,3.04,6.2,21.62,79.867
9/7/2022,15:0:0,9.97,7.29,3.04,7.29,22.81,80.01
9/7/2022,15:15:0,9.87,7.31,3.6,5.83,31.93,79.9
9/7/2022,15:30:0,9.65,7.3,3.01,5.98,36.76,79.741
9/7/2022,15:45:0,9.66,7.32,3.32,5.91,48.52,79.673
9/7/2022,16:0:0,9.68,7.31,3.02,5.24,40.99,79.678
9/7/2022,16:15:0,9.63,7.3,2.98,4.58,25.05,79.785
9/7/2022,16:30:0,9.56,7.33,3.33,4.99,40.8,79.741
9/7/2022,16:45:0,9.95,7.3,3.37,4.79,27.6,79.968
9/7/2022,17:0:0,10.02,7.3,3.08,5.19,29.34,79.932
9/7/2022,17:15:0,9.79,7.29,2.71,5.85,24.07,79.765
9/7/2022,17:30:0,9.7,7.32,3.26,6.13,23.68,79.599
9/7/2022,17:45:0,9.7,7.3,3.02,6.03,29.48,79.644
9/7/2022,18:0:0,9.67,7.3,3.2,5.84,27.04,79.596
9/7/2022,18:15:0,9.67,7.28,2.96,5.39,27.99,79.597
9/7/2022,18:30:0,9.7,7.27,2.79,5.03,29.91,79.7
9/7/2022,18:45:0,9.8,7.26,2.61,4.63,22.56,79.747
9/7/2022,19:0:0,9.8,7.26,2.81,4.72,15.43,79.646
9/7/2022,19:15:0,9.82,7.26,2.83,4.25,13.95,79.59
9/7/2022,19:30:0,9.98,7.25,2.5,4.52,12.71,79.707
9/7/2022,19:45:0,9.79,7.27,2.84,4.27,15.53,79.407
9/7/2022,20:0:0,9.68,7.28,2.9,4.3,15.54,79.32
9/7/2022,20:15:0,9.71,7.28,2.96,4.9,17.8,79.259
9/7/2022,20:30:0,9.67,7.28,2.98,4.67,15.27,79.135
9/7/2022,20:45:0,9.6,7.28,3.23,4.26,16.27,78.948
9/7/2022,21:0:0,9.63,7.26,2.98,4.25,12.84,79.09
9/7/2022,21:15:0,9.6,7.27,2.94,4.1,11.89,79.097
9/7/2022,21:30:0,9.64,7.26,2.81,4.14,11.82,79.135
9/7/2022,21:45:0,9.71,7.25,2.68,4.25,11.19,79.198
9/7/2022,22:0:0,9.73,7.26,2.8,4.35,11.36,79.232
9/7/2022,22:15:0,9.78,7.25,2.97,4.39,11.05,79.259
9/7/2022,22:30:0,9.8,7.24,2.64,4,10.53,79.162
9/7/2022,22:45:0,9.76,7.24,2.62,3.62,10.83,79.029
9/7/2022,23:0:0,9.72,7.24,2.75,3.98,10.39,78.987
9/7/2022,23:15:0,9.73,7.24,2.6,3.9,8.91,78.924
9/7/2022,23:30:0,9.81,7.23,2.65,3.68,9.05,79.02
9/7/2022,23:45:0,9.8,7.23,2.7,3.73,8.31,78.967
9/8/2022,0:0:0,9.78,7.23,2.53,3.48,7.8,78.895
9/8/2022,0:15:0,9.83,7.23,2.5,3.48,7.66,78.98
9/8/2022,0:30:0,9.87,7.22,2.4,3.67,8.45,79.126
9/8/2022,0:45:0,9.93,7.22,2.24,3.52,7.15,79.183
9/8/2022,1:0:0,9.95,7.23,2.52,3.79,7.42,79.201
9/8/2022,1:15:0,9.91,7.23,2.55,3.74,6.79,79.115
9/8/2022,1:30:0,9.91,7.22,2.36,3.87,6.69,79.137
9/8/2022,1:45:0,9.87,7.23,2.63,4.24,7.04,78.984
9/8/2022,2:0:0,9.82,7.24,2.74,3.94,6.71,78.8
9/8/2022,2:15:0,9.79,7.24,2.75,4.26,6.19,78.804
9/8/2022,2:30:0,9.83,7.23,2.76,3.99,5.79,78.827
9/8/2022,2:45:0,9.86,7.23,2.73,4.02,5.55,78.892
9/8/2022,3:0:0,9.9,7.22,2.52,3.93,5.7,78.969
9/8/2022,3:15:0,9.89,7.23,2.56,3.97,5.7,78.903
9/8/2022,3:30:0,9.93,7.24,2.77,3.95,6.34,78.805
9/8/2022,3:45:0,9.9,7.22,2.45,4.22,5.98,78.897
9/8/2022,4:0:0,9.88,7.23,2.56,4.36,6.18,78.85
9/8/2022,4:15:0,9.88,7.25,2.98,4.42,6.24,78.66
9/8/2022,4:30:0,9.89,7.24,2.68,4.35,6.06,78.814
9/8/2022,4:45:0,9.87,7.23,2.49,4.21,5.69,78.852
9/8/2022,5:0:0,9.95,7.23,2.46,4.34,6.12,78.98
9/8/2022,5:15:0,9.98,7.22,2.34,4.44,5,79.041
9/8/2022,5:30:0,10.02,7.23,2.46,3.87,4.88,78.854
9/8/2022,5:45:0,10.05,7.22,2.25,4.21,4.97,78.967
9/8/2022,6:0:0,10.1,7.21,2.07,3.77,4.67,79.223
9/8/2022,6:15:0,10.12,7.22,1.99,3.85,4.12,79.146
9/8/2022,6:30:0,10.08,7.22,2.23,3.7,4.97,78.953
9/8/2022,6:45:0,10.18,7.21,1.92,3.88,4.45,79.018
9/8/2022,7:0:0,10.2,7.22,2.16,4.64,5.02,78.966
9/8/2022,7:15:0,10.2,7.21,2.09,3.79,4.96,79.005
9/8/2022,7:30:0,10.24,7.21,1.99,3.76,5.06,79.198
9/8/2022,7:45:0,10.27,7.21,2.04,3.78,4.74,79.313
9/8/2022,8:0:0,10.34,7.21,1.89,4.17,4.41,79.43
9/8/2022,8:15:0,10.4,7.22,1.96,3.69,4.27,79.29
9/8/2022,8:30:0,10.43,7.21,1.99,3.91,5.79,79.417
9/8/2022,8:45:0,10.48,7.21,2,3.86,4.68,79.585
9/8/2022,9:0:0,10.44,7.22,2.02,3.6,5.14,79.419
9/8/2022,9:15:0,10.45,7.22,2.01,3.69,5.91,79.549
9/8/2022,9:30:0,10.52,7.22,2.24,3.92,5.06,79.632
9/8/2022,9:45:0,10.53,7.22,2.16,3.95,6.61,79.668
9/8/2022,10:0:0,10.53,7.22,2.16,3.95,6.61,79.668
9/8/2022,10:15:0,10.81,7.32,2.26,4.11,4.62,79.581
9/8/2022,10:30:0,10.94,7.3,1.98,4.26,4.83,79.839
9/8/2022,10:45:0,10.97,7.3,2.16,4.15,7.08,79.936
9/8/2022,11:0:0,10.97,7.3,2.04,4.08,7.32,79.893
9/8/2022,11:15:0,10.99,7.31,2.18,3.99,5.68,79.934
9/8/2022,11:30:0,10.99,7.31,2.36,3.88,5.13,80.001
9/8/2022,11:45:0,10.98,7.31,2.15,3.76,4.65,80.094
9/8/2022,12:0:0,11.04,7.3,2.03,3.77,6.06,80.213
9/8/2022,12:15:0,11.23,7.29,2.06,4.08,4.83,80.343
9/8/2022,12:30:0,11.19,7.3,2.04,4.18,5.62,80.429
9/8/2022,12:45:0,11.21,7.31,2.27,3.99,6.78,80.488
9/8/2022,13:0:0,11.17,7.32,2.44,3.74,6.27,80.595
9/8/2022,13:15:0,11.13,7.33,2.63,3.59,4.34,80.776
9/8/2022,13:30:0,11.16,7.33,2.53,3.44,5.54,80.733
9/8/2022,13:45:0,11.12,7.33,2.63,3.43,8.28,80.726
9/8/2022,14:0:0,11.14,7.34,2.84,3.44,9.05,80.701
9/8/2022,14:15:0,11.11,7.35,2.91,3.36,6.22,80.694
9/8/2022,14:30:0,11.08,7.35,2.79,3.52,7.53,80.661
9/8/2022,14:45:0,11.09,7.35,2.7,3.48,9.12,80.683
9/8/2022,15:0:0,11.05,7.37,2.88,3.54,10.05,80.746
9/8/2022,15:15:0,11.12,7.36,2.94,3.75,13.36,80.742
9/8/2022,15:30:0,11.15,7.37,3.16,3.6,12.49,80.699
9/8/2022,15:45:0,11.07,7.42,3.64,3.71,19.8,80.706
9/8/2022,16:0:0,11.15,7.4,3.2,4.11,18.95,80.627
9/8/2022,16:15:0,11.06,7.44,3.6,3.85,21.82,80.661
9/8/2022,16:30:0,11.02,7.45,3.57,3.81,16.53,80.649
9/8/2022,16:45:0,11.06,7.43,3.36,3.76,21.04,80.645
9/8/2022,17:0:0,11.06,7.42,3.38,3.53,19.63,80.638
9/8/2022,17:15:0,11.02,7.42,3.35,3.46,29.4,80.577
9/8/2022,17:30:0,10.98,7.49,3.92,3.59,24.77,80.451
9/8/2022,17:45:0,11.07,7.43,3.62,3.87,14.94,80.479
9/8/2022,18:0:0,11.05,7.44,3.65,3.58,20.61,80.42
9/8/2022,18:15:0,11.01,7.42,3.6,3.25,13.9,80.386
9/8/2022,18:30:0,11.02,7.43,3.47,3.33,20.67,80.366
9/8/2022,18:45:0,11.05,7.41,3.49,3.31,14.37,80.346
9/8/2022,19:0:0,11.08,7.42,3.61,3.66,15.41,80.321
9/8/2022,19:15:0,11.09,7.39,3.34,3.47,12.93,80.285
9/8/2022,19:30:0,11.05,7.39,3.35,3.47,11.18,80.218
9/8/2022,19:45:0,11.04,7.4,3.25,3.27,12.18,80.127
9/8/2022,20:0:0,11.07,7.38,3.02,3.38,10.12,80.159
9/8/2022,20:15:0,11.1,7.36,3,3.31,11.04,80.199
9/8/2022,20:30:0,11.11,7.35,2.97,3.11,9.91,80.229
9/8/2022,20:45:0,11.04,7.36,2.97,2.96,8.78,80.114
9/8/2022,21:0:0,11.08,7.35,3.01,3.06,7.2,80.119
9/8/2022,21:15:0,11.11,7.34,2.95,3.3,7.63,80.128
9/8/2022,21:30:0,11.12,7.34,2.93,3.27,7.28,80.128
9/8/2022,21:45:0,11.13,7.33,2.8,3.31,6.2,80.08
9/8/2022,22:0:0,11.13,7.32,2.56,3.3,6.73,80.1
9/8/2022,22:15:0,11.2,7.31,2.33,3.19,6.43,80.222
9/8/2022,22:30:0,11.19,7.31,2.35,3.15,6.72,80.161
9/8/2022,22:45:0,11.17,7.3,2.35,3.08,6.97,80.127
9/8/2022,23:0:0,11.13,7.3,2.24,2.76,5.89,80.004
9/8/2022,23:15:0,11.15,7.3,2.32,2.78,5.69,79.925
9/8/2022,23:30:0,11.17,7.29,2.27,2.77,5.45,79.93
9/8/2022,23:45:0,11.19,7.29,2.33,2.77,5.18,79.905
9/9/2022,0:0:0,11.18,7.29,2.42,2.84,4.7,79.878
9/9/2022,0:15:0,11.21,7.29,2.52,2.95,5.93,79.903
9/9/2022,0:30:0,11.24,7.28,2.68,2.91,4.5,79.927
9/9/2022,0:45:0,11.24,7.28,2.49,2.98,4.27,79.885
9/9/2022,1:0:0,11.19,7.29,2.55,2.94,3.97,79.758
9/9/2022,1:15:0,11.18,7.28,2.38,2.77,4.09,79.729
9/9/2022,1:30:0,11.11,7.3,2.68,2.78,3.75,79.489
9/9/2022,1:45:0,10.99,7.3,2.42,2.79,3.71,79.297
9/9/2022,2:0:0,11.09,7.3,2.85,3.04,3.15,79.401
9/9/2022,2:15:0,11.04,7.3,2.74,2.87,3.46,79.291
9/9/2022,2:30:0,10.98,7.3,2.48,2.9,3.73,79.203
9/9/2022,2:45:0,11,7.3,2.32,3.01,3.35,79.25
9/9/2022,3:0:0,11,7.31,2.44,3.16,3.58,79.147
9/9/2022,3:15:0,11.06,7.3,2.41,3.14,4.94,79.282
9/9/2022,3:30:0,11.11,7.29,2.2,2.9,4.52,79.372
9/9/2022,3:45:0,11.15,7.27,1.84,2.87,4.03,79.585
9/9/2022,4:0:0,11.17,7.27,1.81,2.78,3.8,79.554
9/9/2022,4:15:0,11.21,7.26,1.96,2.76,3.61,79.533
9/9/2022,4:30:0,11.17,7.26,2.01,2.83,3.92,79.434
9/9/2022,4:45:0,11.16,7.28,2.61,2.98,3.35,79.185
9/9/2022,5:0:0,11.12,7.28,2.4,2.76,3.37,79.068
9/9/2022,5:15:0,11.07,7.28,2.13,2.9,3.75,78.939
9/9/2022,5:30:0,11.12,7.28,2.35,3.08,4.28,78.98
9/9/2022,5:45:0,11.08,7.29,2.39,2.82,4.19,78.78
9/9/2022,6:0:0,11.11,7.28,2.13,3.13,3.89,78.903
9/9/2022,6:15:0,11.1,7.28,2.21,2.82,3.72,78.874
9/9/2022,6:30:0,11.23,7.28,2.47,2.84,3.8,78.998
9/9/2022,6:45:0,11.16,7.27,2.3,3.08,4.66,78.852
9/9/2022,7:0:0,11.17,7.27,2.18,2.91,4.63,78.888
9/9/2022,7:15:0,11.13,7.28,2.25,2.88,4.98,78.778
9/9/2022,7:30:0,11.1,7.27,1.76,2.95,5.55,78.768
9/9/2022,7:45:0,11.34,7.29,1.94,2.97,3.94,79.187
9/9/2022,8:0:0,11.21,7.28,2.07,2.9,4.49,78.998
9/9/2022,8:15:0,11.2,7.27,1.99,3.03,5.88,78.991
9/9/2022,8:30:0,11.24,7.27,2.19,2.98,5.16,79.054
9/9/2022,8:45:0,11.31,7.27,2.48,3.04,5.14,79.225
9/9/2022,9:0:0,11.29,7.27,2.24,3.08,5.19,79.363
9/9/2022,9:15:0,11.33,7.27,2.11,3.3,5.4,79.466
9/9/2022,9:30:0,11.36,7.28,2.25,3.36,4.87,79.552
9/9/2022,9:45:0,11.35,7.28,2.36,3.36,5.92,79.538
9/9/2022,10:0:0,11.27,7.29,2.25,3.42,7.95,79.547
9/9/2022,10:15:0,11.34,7.3,2.55,3.61,7.09,79.709
9/9/2022,10:30:0,11.27,7.32,2.59,3.52,9.91,79.736
9/9/2022,10:45:0,11.37,7.32,2.78,3.93,9.34,79.943
9/9/2022,11:0:0,11.33,7.34,2.81,3.76,8.6,80.08
9/9/2022,11:15:0,11.27,7.34,2.89,3.66,10.1,80.047
9/9/2022,11:30:0,11.16,7.38,2.86,3.44,14.23,80.022
9/9/2022,11:45:0,11.2,7.38,3.05,3.61,11.69,80.206
9/9/2022,12:0:0,11.15,7.38,3.05,3.35,11.22,80.4
9/9/2022,12:15:0,11.16,7.37,3.21,3.37,9.17,80.474
9/9/2022,12:30:0,11.13,7.38,3.24,3.43,9.8,80.548
9/9/2022,12:45:0,11.07,7.38,3.39,3.42,7.85,80.632
9/9/2022,13:0:0,11.11,7.38,3.41,3.6,8.41,80.632
9/9/2022,13:15:0,11.03,7.4,3.54,3.33,10.47,80.721
9/9/2022,13:30:0,10.95,7.42,3.59,3.34,12.43,80.802
9/9/2022,13:45:0,10.98,7.41,3.42,3.55,14.35,80.796
9/9/2022,14:0:0,11.02,7.41,3.2,3.82,14.3,80.753
9/9/2022,14:15:0,10.8,7.49,4.09,3.03,21.07,80.947
9/9/2022,14:30:0,10.82,7.45,4.04,3.09,14.79,80.875
9/9/2022,14:45:0,10.71,7.48,3.91,2.97,24.58,80.976
9/9/2022,15:0:0,10.72,7.49,4.14,3,22.49,80.913
9/9/2022,15:15:0,10.71,7.5,4.3,3.03,22.74,80.908
9/9/2022,15:30:0,10.74,7.46,4.26,2.98,19.44,80.834
9/9/2022,15:45:0,10.66,7.5,4.3,2.87,26.53,80.866
9/9/2022,16:0:0,10.63,7.52,4.32,2.83,24.21,80.829
9/9/2022,16:15:0,10.65,7.5,4.28,2.73,29.88,80.793
9/9/2022,16:30:0,10.59,7.6,4.75,2.79,29.42,80.814
9/9/2022,16:45:0,10.67,7.51,4.51,2.69,21.06,80.78
9/9/2022,17:0:0,10.67,7.5,4.4,2.56,23.08,80.739
9/9/2022,17:15:0,10.68,7.5,4.36,2.58,25.63,80.697
9/9/2022,17:30:0,10.69,7.5,4.3,2.75,27.87,80.67
9/9/2022,17:45:0,10.69,7.51,4.56,2.79,32.25,80.674
9/9/2022,18:0:0,10.69,7.49,4.23,2.51,34.08,80.686
9/9/2022,18:15:0,10.69,7.49,4.36,2.45,27.6,80.674
9/9/2022,18:30:0,10.71,7.46,4.18,2.43,21.21,80.681
9/9/2022,18:45:0,10.74,7.43,4.2,2.4,21.6,80.64
9/9/2022,19:0:0,10.73,7.43,3.92,2.37,20.35,80.647
9/9/2022,19:15:0,10.72,7.43,3.94,2.39,19.72,80.618
9/9/2022,19:30:0,10.75,7.4,3.74,2.18,17.76,80.573
9/9/2022,19:45:0,10.75,7.39,3.65,2.22,20.83,80.548
9/9/2022,20:0:0,10.75,7.4,3.62,2.26,20.99,80.528
9/9/2022,20:15:0,10.74,7.4,3.68,2.23,20.81,80.503
9/9/2022,20:30:0,10.74,7.41,3.71,2.25,19.69,80.47
9/9/2022,20:45:0,10.76,7.39,3.67,2.21,15.65,80.434
9/9/2022,21:0:0,10.81,7.36,3.7,2.6,13.39,80.438
9/9/2022,21:15:0,10.76,7.38,3.49,2.06,13.96,80.413
9/9/2022,21:30:0,10.79,7.36,3.44,2.12,11.25,80.402
9/9/2022,21:45:0,10.79,7.34,3.26,2.07,12.22,80.391
9/9/2022,22:0:0,10.73,7.38,3.46,2.04,10.99,80.31
9/9/2022,22:15:0,10.71,7.39,3.58,1.96,9.52,80.28
9/9/2022,22:30:0,10.73,7.37,3.63,2.03,9.71,80.281
9/9/2022,22:45:0,10.74,7.36,3.44,2.21,9.12,80.274
9/9/2022,23:0:0,10.7,7.38,3.54,2.21,10.76,80.213
9/9/2022,23:15:0,10.68,7.38,3.64,2.19,10.88,80.101
9/9/2022,23:30:0,10.63,7.38,3.66,2.22,10.34,80.035
9/9/2022,23:45:0,10.61,7.38,3.62,2.01,9.91,79.997
9/10/2022,0:0:0,10.59,7.39,3.63,2.06,10.53,79.975
9/10/2022,0:15:0,10.54,7.43,4.11,2.13,10.77,79.896
9/10/2022,0:30:0,10.4,7.5,4.54,2.32,11.38,79.639
9/10/2022,0:45:0,10.36,7.49,4.55,2.25,10.26,79.623
9/10/2022,1:0:0,10.36,7.48,4.48,2.22,10.13,79.556
9/10/2022,1:15:0,10.3,7.49,4.58,2.17,11.16,79.471
9/10/2022,1:30:0,10.28,7.49,4.49,2.18,11.22,79.417
9/10/2022,1:45:0,10.39,7.44,4.37,2.2,10.23,79.498
9/10/2022,2:0:0,10.41,7.42,4.14,1.97,9.44,79.567
9/10/2022,2:15:0,10.43,7.42,4.16,2.01,9.29,79.572
9/10/2022,2:30:0,10.43,7.41,4.19,2.03,10.29,79.538
9/10/2022,2:45:0,10.39,7.42,4.1,1.94,9.91,79.36
9/10/2022,3:0:0,10.48,7.39,4.04,1.9,10.67,79.529
9/10/2022,3:15:0,10.49,7.38,3.94,1.89,11.79,79.495
9/10/2022,3:30:0,10.5,7.4,4.01,1.96,11.91,79.423
9/10/2022,3:45:0,10.53,7.38,3.82,1.97,12.37,79.491
9/10/2022,4:0:0,10.55,7.4,3.96,1.95,13,79.579
9/10/2022,4:15:0,10.57,7.38,3.81,2.21,13.45,79.56
9/10/2022,4:30:0,10.6,7.35,3.75,2.23,13.2,79.558
9/10/2022,4:45:0,10.6,7.36,3.66,1.95,12.16,79.498
9/10/2022,5:0:0,10.59,7.34,3.47,1.89,11.22,79.477
9/10/2022,5:15:0,10.58,7.35,3.45,1.91,12.13,79.398
9/10/2022,5:30:0,10.61,7.34,3.47,1.89,12.78,79.466
9/10/2022,5:45:0,10.6,7.33,3.43,1.89,15.45,79.426
9/10/2022,6:0:0,10.64,7.33,3.39,1.9,11.54,79.461
9/10/2022,6:15:0,10.69,7.31,3.26,2.02,13.47,79.567
9/10/2022,6:30:0,10.7,7.31,3.14,1.88,18.57,79.581
9/10/2022,6:45:0,10.73,7.32,3.25,1.97,19.78,79.644
9/10/2022,7:0:0,10.76,7.31,3.14,1.89,14.67,79.738
9/10/2022,7:15:0,10.79,7.3,3.08,1.93,21.75,79.792
9/10/2022,7:30:0,10.8,7.31,3.15,2,17.8,79.833
9/10/2022,7:45:0,10.8,7.32,3.22,1.98,20.23,79.849
9/10/2022,8:0:0,10.8,7.33,3.26,2.25,20.2,79.871
9/10/2022,8:15:0,10.84,7.33,3.36,2.02,20.54,79.95
9/10/2022,8:30:0,10.84,7.35,3.51,2.17,22.93,79.984
9/10/2022,8:45:0,10.85,7.38,3.72,2.13,25.72,80.083
9/10/2022,9:0:0,10.88,7.37,3.68,2.02,22.28,80.155
9/10/2022,9:15:0,10.95,7.35,3.22,2.34,15.85,80.202
9/10/2022,9:30:0,10.87,7.42,4.15,2.34,25.89,80.175
9/10/2022,9:45:0,10.9,7.42,4.15,2.24,22.37,80.251
9/10/2022,10:0:0,10.9,7.43,4.02,2.26,26.02,80.337
9/10/2022,10:15:0,10.89,7.45,4.31,2.24,28.3,80.375
9/10/2022,10:30:0,10.88,7.48,4.68,2.4,29.44,80.415
9/10/2022,10:45:0,10.86,7.51,4.8,2.29,33.14,80.398
9/10/2022,11:0:0,10.84,7.59,5.35,2.55,43.03,80.431
