Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,BGA_RFU,T_Fahr
9/8/2022,1:45:0,9.87,7.23,2.63,4.24,7.04,4.6,78.984
9/8/2022,2:0:0,9.82,7.24,2.74,3.94,6.71,4.58,78.8
9/8/2022,2:15:0,9.79,7.24,2.75,4.26,6.19,4.51,78.804
9/8/2022,2:30:0,9.83,7.23,2.76,3.99,5.79,4.62,78.827
9/8/2022,2:45:0,9.86,7.23,2.73,4.02,5.55,3.93,78.892
9/8/2022,3:0:0,9.9,7.22,2.52,3.93,5.7,4.0,78.969
9/8/2022,3:15:0,9.89,7.23,2.56,3.97,5.7,4.16,78.903
9/8/2022,3:30:0,9.93,7.24,2.77,3.95,6.34,4.47,78.805
9/8/2022,3:45:0,9.9,7.22,2.45,4.22,5.98,4.43,78.897
9/8/2022,4:0:0,9.88,7.23,2.56,4.36,6.18,4.57,78.85
9/8/2022,4:15:0,9.88,7.25,2.98,4.42,6.24,4.29,78.66
9/8/2022,4:30:0,9.89,7.24,2.68,4.35,6.06,4.42,78.814
9/8/2022,4:45:0,9.87,7.23,2.49,4.21,5.69,4.12,78.852
9/8/2022,5:0:0,9.95,7.23,2.46,4.34,6.12,4.61,78.98
9/8/2022,5:15:0,9.98,7.22,2.34,4.44,5,3.79,79.041
9/8/2022,5:30:0,10.02,7.23,2.46,3.87,4.88,3.4,78.854
9/8/2022,5:45:0,10.05,7.22,2.25,4.21,4.97,3.35,78.967
9/8/2022,6:0:0,10.1,7.21,2.07,3.77,4.67,3.19,79.223
9/8/2022,6:15:0,10.12,7.22,1.99,3.85,4.12,2.78,79.146
9/8/2022,6:30:0,10.08,7.22,2.23,3.7,4.97,3.23,78.953
9/8/2022,6:45:0,10.18,7.21,1.92,3.88,4.45,2.9,79.018
9/8/2022,7:0:0,10.2,7.22,2.16,4.64,5.02,3.28,78.966
9/8/2022,7:15:0,10.2,7.21,2.09,3.79,4.96,3.41,79.005
9/8/2022,7:30:0,10.24,7.21,1.99,3.76,5.06,3.52,79.198
9/8/2022,7:45:0,10.27,7.21,2.04,3.78,4.74,3.5,79.313
9/8/2022,8:0:0,10.34,7.21,1.89,4.17,4.41,3.2,79.43
9/8/2022,8:15:0,10.4,7.22,1.96,3.69,4.27,3.04,79.29
9/8/2022,8:30:0,10.43,7.21,1.99,3.91,5.79,5.57,79.417
9/8/2022,8:45:0,10.48,7.21,2,3.86,4.68,3.58,79.585
9/8/2022,9:0:0,10.44,7.22,2.02,3.6,5.14,3.82,79.419
9/8/2022,9:15:0,10.45,7.22,2.01,3.69,5.91,4.18,79.549
9/8/2022,9:30:0,10.52,7.22,2.24,3.92,5.06,3.72,79.632
9/8/2022,9:45:0,10.53,7.22,2.16,3.95,6.61,5.09,79.668
9/8/2022,10:0:0,10.53,7.22,2.16,3.95,6.61,5.09,79.668
9/8/2022,10:15:0,10.81,7.32,2.26,4.11,4.62,2.29,79.581
9/8/2022,10:30:0,10.94,7.3,1.98,4.26,4.83,2.77,79.839
9/8/2022,10:45:0,10.97,7.3,2.16,4.15,7.08,4.21,79.936
9/8/2022,11:0:0,10.97,7.3,2.04,4.08,7.32,4.28,79.893
9/8/2022,11:15:0,10.99,7.31,2.18,3.99,5.68,3.3,79.934
9/8/2022,11:30:0,10.99,7.31,2.36,3.88,5.13,2.87,80.001
9/8/2022,11:45:0,10.98,7.31,2.15,3.76,4.65,2.78,80.094
9/8/2022,12:0:0,11.04,7.3,2.03,3.77,6.06,3.05,80.213
9/8/2022,12:15:0,11.23,7.29,2.06,4.08,4.83,2.48,80.343
9/8/2022,12:30:0,11.19,7.3,2.04,4.18,5.62,3.08,80.429
9/8/2022,12:45:0,11.21,7.31,2.27,3.99,6.78,3.71,80.488
9/8/2022,13:0:0,11.17,7.32,2.44,3.74,6.27,2.85,80.595
9/8/2022,13:15:0,11.13,7.33,2.63,3.59,4.34,2.29,80.776
9/8/2022,13:30:0,11.16,7.33,2.53,3.44,5.54,2.79,80.733
9/8/2022,13:45:0,11.12,7.33,2.63,3.43,8.28,4.47,80.726
9/8/2022,14:0:0,11.14,7.34,2.84,3.44,9.05,5.14,80.701
9/8/2022,14:15:0,11.11,7.35,2.91,3.36,6.22,3.52,80.694
9/8/2022,14:30:0,11.08,7.35,2.79,3.52,7.53,4.19,80.661
9/8/2022,14:45:0,11.09,7.35,2.7,3.48,9.12,7.73,80.683
9/8/2022,15:0:0,11.05,7.37,2.88,3.54,10.05,6.76,80.746
9/8/2022,15:15:0,11.12,7.36,2.94,3.75,13.36,6.08,80.742
9/8/2022,15:30:0,11.15,7.37,3.16,3.6,12.49,8.41,80.699
9/8/2022,15:45:0,11.07,7.42,3.64,3.71,19.8,13.95,80.706
9/8/2022,16:0:0,11.15,7.4,3.2,4.11,18.95,9.65,80.627
9/8/2022,16:15:0,11.06,7.44,3.6,3.85,21.82,12.05,80.661
9/8/2022,16:30:0,11.02,7.45,3.57,3.81,16.53,11.65,80.649
9/8/2022,16:45:0,11.06,7.43,3.36,3.76,21.04,14.5,80.645
9/8/2022,17:0:0,11.06,7.42,3.38,3.53,19.63,13.69,80.638
9/8/2022,17:15:0,11.02,7.42,3.35,3.46,29.4,15.87,80.577
9/8/2022,17:30:0,10.98,7.49,3.92,3.59,24.77,12.22,80.451
9/8/2022,17:45:0,11.07,7.43,3.62,3.87,14.94,10.43,80.479
9/8/2022,18:0:0,11.05,7.44,3.65,3.58,20.61,9.41,80.42
9/8/2022,18:15:0,11.01,7.42,3.6,3.25,13.9,9.45,80.386
9/8/2022,18:30:0,11.02,7.43,3.47,3.33,20.67,12.82,80.366
9/8/2022,18:45:0,11.05,7.41,3.49,3.31,14.37,8.57,80.346
9/8/2022,19:0:0,11.08,7.42,3.61,3.66,15.41,8.18,80.321
9/8/2022,19:15:0,11.09,7.39,3.34,3.47,12.93,8.41,80.285
9/8/2022,19:30:0,11.05,7.39,3.35,3.47,11.18,5.75,80.218
9/8/2022,19:45:0,11.04,7.4,3.25,3.27,12.18,8.25,80.127
9/8/2022,20:0:0,11.07,7.38,3.02,3.38,10.12,5.57,80.159
9/8/2022,20:15:0,11.1,7.36,3,3.31,11.04,6.03,80.199
9/8/2022,20:30:0,11.11,7.35,2.97,3.11,9.91,5.69,80.229
9/8/2022,20:45:0,11.04,7.36,2.97,2.96,8.78,5.02,80.114
9/8/2022,21:0:0,11.08,7.35,3.01,3.06,7.2,3.75,80.119
9/8/2022,21:15:0,11.11,7.34,2.95,3.3,7.63,4.32,80.128
9/8/2022,21:30:0,11.12,7.34,2.93,3.27,7.28,3.97,80.128
9/8/2022,21:45:0,11.13,7.33,2.8,3.31,6.2,3.12,80.08
9/8/2022,22:0:0,11.13,7.32,2.56,3.3,6.73,3.34,80.1
9/8/2022,22:15:0,11.2,7.31,2.33,3.19,6.43,3.65,80.222
9/8/2022,22:30:0,11.19,7.31,2.35,3.15,6.72,3.77,80.161
9/8/2022,22:45:0,11.17,7.3,2.35,3.08,6.97,3.64,80.127
9/8/2022,23:0:0,11.13,7.3,2.24,2.76,5.89,2.7,80.004
9/8/2022,23:15:0,11.15,7.3,2.32,2.78,5.69,2.75,79.925
9/8/2022,23:30:0,11.17,7.29,2.27,2.77,5.45,2.76,79.93
9/8/2022,23:45:0,11.19,7.29,2.33,2.77,5.18,2.67,79.905
9/9/2022,0:0:0,11.18,7.29,2.42,2.84,4.7,2.32,79.878
9/9/2022,0:15:0,11.21,7.29,2.52,2.95,5.93,2.71,79.903
9/9/2022,0:30:0,11.24,7.28,2.68,2.91,4.5,2.04,79.927
9/9/2022,0:45:0,11.24,7.28,2.49,2.98,4.27,2.05,79.885
9/9/2022,1:0:0,11.19,7.29,2.55,2.94,3.97,1.88,79.758
9/9/2022,1:15:0,11.18,7.28,2.38,2.77,4.09,1.8,79.729
9/9/2022,1:30:0,11.11,7.3,2.68,2.78,3.75,1.95,79.489
9/9/2022,1:45:0,10.99,7.3,2.42,2.79,3.71,1.82,79.297
9/9/2022,2:0:0,11.09,7.3,2.85,3.04,3.15,1.43,79.401
9/9/2022,2:15:0,11.04,7.3,2.74,2.87,3.46,1.66,79.291
9/9/2022,2:30:0,10.98,7.3,2.48,2.9,3.73,1.78,79.203
9/9/2022,2:45:0,11,7.3,2.32,3.01,3.35,1.6,79.25
9/9/2022,3:0:0,11,7.31,2.44,3.16,3.58,1.68,79.147
9/9/2022,3:15:0,11.06,7.3,2.41,3.14,4.94,2.16,79.282
9/9/2022,3:30:0,11.11,7.29,2.2,2.9,4.52,2.64,79.372
9/9/2022,3:45:0,11.15,7.27,1.84,2.87,4.03,1.92,79.585
9/9/2022,4:0:0,11.17,7.27,1.81,2.78,3.8,1.86,79.554
9/9/2022,4:15:0,11.21,7.26,1.96,2.76,3.61,1.97,79.533
9/9/2022,4:30:0,11.17,7.26,2.01,2.83,3.92,1.94,79.434
9/9/2022,4:45:0,11.16,7.28,2.61,2.98,3.35,1.68,79.185
9/9/2022,5:0:0,11.12,7.28,2.4,2.76,3.37,1.72,79.068
9/9/2022,5:15:0,11.07,7.28,2.13,2.9,3.75,1.8,78.939
9/9/2022,5:30:0,11.12,7.28,2.35,3.08,4.28,1.97,78.98
9/9/2022,5:45:0,11.08,7.29,2.39,2.82,4.19,1.97,78.78
9/9/2022,6:0:0,11.11,7.28,2.13,3.13,3.89,2.06,78.903
9/9/2022,6:15:0,11.1,7.28,2.21,2.82,3.72,1.89,78.874
9/9/2022,6:30:0,11.23,7.28,2.47,2.84,3.8,1.91,78.998
9/9/2022,6:45:0,11.16,7.27,2.3,3.08,4.66,2.33,78.852
9/9/2022,7:0:0,11.17,7.27,2.18,2.91,4.63,2.69,78.888
9/9/2022,7:15:0,11.13,7.28,2.25,2.88,4.98,2.46,78.778
9/9/2022,7:30:0,11.1,7.27,1.76,2.95,5.55,2.58,78.768
9/9/2022,7:45:0,11.34,7.29,1.94,2.97,3.94,1.92,79.187
9/9/2022,8:0:0,11.21,7.28,2.07,2.9,4.49,2.42,78.998
9/9/2022,8:15:0,11.2,7.27,1.99,3.03,5.88,3.34,78.991
9/9/2022,8:30:0,11.24,7.27,2.19,2.98,5.16,3.15,79.054
9/9/2022,8:45:0,11.31,7.27,2.48,3.04,5.14,3.01,79.225
9/9/2022,9:0:0,11.29,7.27,2.24,3.08,5.19,3.45,79.363
9/9/2022,9:15:0,11.33,7.27,2.11,3.3,5.4,3.53,79.466
9/9/2022,9:30:0,11.36,7.28,2.25,3.36,4.87,2.95,79.552
9/9/2022,9:45:0,11.35,7.28,2.36,3.36,5.92,3.78,79.538
9/9/2022,10:0:0,11.27,7.29,2.25,3.42,7.95,5.27,79.547
9/9/2022,10:15:0,11.34,7.3,2.55,3.61,7.09,4.7,79.709
9/9/2022,10:30:0,11.27,7.32,2.59,3.52,9.91,8.12,79.736
9/9/2022,10:45:0,11.37,7.32,2.78,3.93,9.34,6.51,79.943
9/9/2022,11:0:0,11.33,7.34,2.81,3.76,8.6,5.87,80.08
9/9/2022,11:15:0,11.27,7.34,2.89,3.66,10.1,6.97,80.047
9/9/2022,11:30:0,11.16,7.38,2.86,3.44,14.23,9.64,80.022
9/9/2022,11:45:0,11.2,7.38,3.05,3.61,11.69,8.36,80.206
9/9/2022,12:0:0,11.15,7.38,3.05,3.35,11.22,5.66,80.4
9/9/2022,12:15:0,11.16,7.37,3.21,3.37,9.17,5.5,80.474
9/9/2022,12:30:0,11.13,7.38,3.24,3.43,9.8,5.57,80.548
9/9/2022,12:45:0,11.07,7.38,3.39,3.42,7.85,4.84,80.632
9/9/2022,13:0:0,11.11,7.38,3.41,3.6,8.41,5.81,80.632
9/9/2022,13:15:0,11.03,7.4,3.54,3.33,10.47,7.15,80.721
9/9/2022,13:30:0,10.95,7.42,3.59,3.34,12.43,7.32,80.802
9/9/2022,13:45:0,10.98,7.41,3.42,3.55,14.35,9.56,80.796
9/9/2022,14:0:0,11.02,7.41,3.2,3.82,14.3,9.33,80.753
9/9/2022,14:15:0,10.8,7.49,4.09,3.03,21.07,10.93,80.947
9/9/2022,14:30:0,10.82,7.45,4.04,3.09,14.79,9.45,80.875
9/9/2022,14:45:0,10.71,7.48,3.91,2.97,24.58,15.2,80.976
9/9/2022,15:0:0,10.72,7.49,4.14,3,22.49,12.22,80.913
9/9/2022,15:15:0,10.71,7.5,4.3,3.03,22.74,14.41,80.908
9/9/2022,15:30:0,10.74,7.46,4.26,2.98,19.44,14.02,80.834
9/9/2022,15:45:0,10.66,7.5,4.3,2.87,26.53,16.08,80.866
9/9/2022,16:0:0,10.63,7.52,4.32,2.83,24.21,13.48,80.829
9/9/2022,16:15:0,10.65,7.5,4.28,2.73,29.88,14.92,80.793
9/9/2022,16:30:0,10.59,7.6,4.75,2.79,29.42,16.49,80.814
9/9/2022,16:45:0,10.67,7.51,4.51,2.69,21.06,12.3,80.78
9/9/2022,17:0:0,10.67,7.5,4.4,2.56,23.08,14.8,80.739
9/9/2022,17:15:0,10.68,7.5,4.36,2.58,25.63,14.76,80.697
9/9/2022,17:30:0,10.69,7.5,4.3,2.75,27.87,14.95,80.67
9/9/2022,17:45:0,10.69,7.51,4.56,2.79,32.25,14.71,80.674
9/9/2022,18:0:0,10.69,7.49,4.23,2.51,34.08,17.21,80.686
9/9/2022,18:15:0,10.69,7.49,4.36,2.45,27.6,15.46,80.674
9/9/2022,18:30:0,10.71,7.46,4.18,2.43,21.21,13.48,80.681
9/9/2022,18:45:0,10.74,7.43,4.2,2.4,21.6,11.92,80.64
9/9/2022,19:0:0,10.73,7.43,3.92,2.37,20.35,11.45,80.647
9/9/2022,19:15:0,10.72,7.43,3.94,2.39,19.72,10.92,80.618
9/9/2022,19:30:0,10.75,7.4,3.74,2.18,17.76,9.77,80.573
9/9/2022,19:45:0,10.75,7.39,3.65,2.22,20.83,10.5,80.548
9/9/2022,20:0:0,10.75,7.4,3.62,2.26,20.99,11.5,80.528
9/9/2022,20:15:0,10.74,7.4,3.68,2.23,20.81,11.03,80.503
9/9/2022,20:30:0,10.74,7.41,3.71,2.25,19.69,10.16,80.47
9/9/2022,20:45:0,10.76,7.39,3.67,2.21,15.65,8.85,80.434
9/9/2022,21:0:0,10.81,7.36,3.7,2.6,13.39,6.72,80.438
9/9/2022,21:15:0,10.76,7.38,3.49,2.06,13.96,6.65,80.413
9/9/2022,21:30:0,10.79,7.36,3.44,2.12,11.25,6.24,80.402
9/9/2022,21:45:0,10.79,7.34,3.26,2.07,12.22,6.52,80.391
9/9/2022,22:0:0,10.73,7.38,3.46,2.04,10.99,5.63,80.31
9/9/2022,22:15:0,10.71,7.39,3.58,1.96,9.52,4.92,80.28
9/9/2022,22:30:0,10.73,7.37,3.63,2.03,9.71,5.43,80.281
9/9/2022,22:45:0,10.74,7.36,3.44,2.21,9.12,4.83,80.274
9/9/2022,23:0:0,10.7,7.38,3.54,2.21,10.76,6.0,80.213
9/9/2022,23:15:0,10.68,7.38,3.64,2.19,10.88,6.08,80.101
9/9/2022,23:30:0,10.63,7.38,3.66,2.22,10.34,5.95,80.035
9/9/2022,23:45:0,10.61,7.38,3.62,2.01,9.91,5.61,79.997
9/10/2022,0:0:0,10.59,7.39,3.63,2.06,10.53,5.52,79.975
9/10/2022,0:15:0,10.54,7.43,4.11,2.13,10.77,5.44,79.896
9/10/2022,0:30:0,10.4,7.5,4.54,2.32,11.38,5.68,79.639
9/10/2022,0:45:0,10.36,7.49,4.55,2.25,10.26,5.38,79.623
9/10/2022,1:0:0,10.36,7.48,4.48,2.22,10.13,5.61,79.556
9/10/2022,1:15:0,10.3,7.49,4.58,2.17,11.16,5.89,79.471
9/10/2022,1:30:0,10.28,7.49,4.49,2.18,11.22,5.98,79.417
9/10/2022,1:45:0,10.39,7.44,4.37,2.2,10.23,5.74,79.498
9/10/2022,2:0:0,10.41,7.42,4.14,1.97,9.44,5.3,79.567
9/10/2022,2:15:0,10.43,7.42,4.16,2.01,9.29,5.2,79.572
9/10/2022,2:30:0,10.43,7.41,4.19,2.03,10.29,5.97,79.538
9/10/2022,2:45:0,10.39,7.42,4.1,1.94,9.91,5.19,79.36
9/10/2022,3:0:0,10.48,7.39,4.04,1.9,10.67,6.5,79.529
9/10/2022,3:15:0,10.49,7.38,3.94,1.89,11.79,6.93,79.495
9/10/2022,3:30:0,10.5,7.4,4.01,1.96,11.91,7.31,79.423
9/10/2022,3:45:0,10.53,7.38,3.82,1.97,12.37,7.22,79.491
9/10/2022,4:0:0,10.55,7.4,3.96,1.95,13,7.71,79.579
9/10/2022,4:15:0,10.57,7.38,3.81,2.21,13.45,8.81,79.56
9/10/2022,4:30:0,10.6,7.35,3.75,2.23,13.2,8.74,79.558
9/10/2022,4:45:0,10.6,7.36,3.66,1.95,12.16,7.2,79.498
9/10/2022,5:0:0,10.59,7.34,3.47,1.89,11.22,7.04,79.477
9/10/2022,5:15:0,10.58,7.35,3.45,1.91,12.13,7.29,79.398
9/10/2022,5:30:0,10.61,7.34,3.47,1.89,12.78,8.86,79.466
9/10/2022,5:45:0,10.6,7.33,3.43,1.89,15.45,11.6,79.426
9/10/2022,6:0:0,10.64,7.33,3.39,1.9,11.54,7.36,79.461
9/10/2022,6:15:0,10.69,7.31,3.26,2.02,13.47,7.63,79.567
9/10/2022,6:30:0,10.7,7.31,3.14,1.88,18.57,13.43,79.581
9/10/2022,6:45:0,10.73,7.32,3.25,1.97,19.78,16.01,79.644
9/10/2022,7:0:0,10.76,7.31,3.14,1.89,14.67,9.51,79.738
9/10/2022,7:15:0,10.79,7.3,3.08,1.93,21.75,13.02,79.792
9/10/2022,7:30:0,10.8,7.31,3.15,2,17.8,12.04,79.833
9/10/2022,7:45:0,10.8,7.32,3.22,1.98,20.23,17.19,79.849
9/10/2022,8:0:0,10.8,7.33,3.26,2.25,20.2,13.34,79.871
9/10/2022,8:15:0,10.84,7.33,3.36,2.02,20.54,14.16,79.95
9/10/2022,8:30:0,10.84,7.35,3.51,2.17,22.93,17.47,79.984
9/10/2022,8:45:0,10.85,7.38,3.72,2.13,25.72,18.74,80.083
9/10/2022,9:0:0,10.88,7.37,3.68,2.02,22.28,14.0,80.155
9/10/2022,9:15:0,10.95,7.35,3.22,2.34,15.85,10.56,80.202
9/10/2022,9:30:0,10.87,7.42,4.15,2.34,25.89,18.5,80.175
9/10/2022,9:45:0,10.9,7.42,4.15,2.24,22.37,15.38,80.251
9/10/2022,10:0:0,10.9,7.43,4.02,2.26,26.02,20.13,80.337
9/10/2022,10:15:0,10.89,7.45,4.31,2.24,28.3,22.15,80.375
9/10/2022,10:30:0,10.88,7.48,4.68,2.4,29.44,21.41,80.415
9/10/2022,10:45:0,10.86,7.51,4.8,2.29,33.14,24.28,80.398
9/10/2022,11:0:0,10.84,7.59,5.35,2.55,43.03,30.0,80.431
9/10/2022,11:15:0,10.82,7.63,5.62,2.52,43.27,31.27,80.465
9/10/2022,11:30:0,10.74,7.82,6.86,3.02,72.66,55.69,80.402
9/10/2022,11:45:0,10.78,7.72,6.33,2.68,46.35,36.73,80.465
9/10/2022,12:0:0,10.75,7.8,6.83,2.64,56.21,39.65,80.501
9/10/2022,12:15:0,10.72,7.84,7.03,2.72,54.14,40.65,80.602
9/10/2022,12:30:0,10.71,7.86,7.18,2.58,53.86,36.04,80.686
9/10/2022,12:45:0,10.71,7.85,7.19,2.7,58.39,42.55,80.722
9/10/2022,13:0:0,10.65,7.9,7.4,2.65,61.53,37.08,80.805
9/10/2022,13:15:0,10.64,7.85,7.2,2.83,65.87,37.98,80.796
9/10/2022,13:30:0,10.65,7.85,7.1,2.76,84.79,50.73,80.789
9/10/2022,13:45:0,10.67,7.84,7.07,2.87,75.62,42.69,80.83
9/10/2022,14:0:0,10.64,7.92,7.71,3.07,81.59,49.7,80.91
9/10/2022,14:15:0,10.64,7.92,7.6,2.87,76.69,44.31,80.958
9/10/2022,14:30:0,10.6,8.03,8.5,3.39,92.63,61.67,81.012
9/10/2022,14:45:0,10.61,7.99,8.19,2.99,78.67,50.55,80.962
9/10/2022,15:0:0,10.59,7.98,8.1,3.11,93.32,58.78,80.955
9/10/2022,15:15:0,10.67,7.82,6.99,2.85,59.71,37.19,80.911
9/10/2022,15:30:0,10.67,7.81,6.95,2.7,53.55,33.34,80.87
9/10/2022,15:45:0,10.65,7.88,7.45,2.84,84.23,50.48,80.883
9/10/2022,16:0:0,10.63,7.94,7.79,3.17,90.54,60.74,80.962
9/10/2022,16:15:0,10.57,8.18,9.57,3.71,128.67,82.3,81.057
9/10/2022,16:30:0,10.6,8.08,8.64,3.43,126.16,72.96,81.066
9/10/2022,16:45:0,10.6,8.1,8.88,3.75,148.17,84.44,81.091
9/10/2022,17:0:0,10.63,8,8.08,3.32,121.63,74.12,81.036
9/10/2022,17:15:0,10.59,8.08,8.67,3.49,116.38,69.74,81.039
9/10/2022,17:30:0,10.61,8.01,8.22,3.5,162.54,,81.012
9/10/2022,17:45:0,10.6,8,8.15,3.24,116.41,71.03,81.001
9/10/2022,18:0:0,10.58,8.01,8.12,3.06,127.01,75.99,80.996
9/10/2022,18:15:0,10.58,7.98,7.92,2.96,90.96,53.74,80.98
9/10/2022,18:30:0,10.53,8.11,8.94,3.18,127.09,74.78,80.983
9/10/2022,18:45:0,10.54,8.1,8.69,3.05,113.61,62.79,80.929
9/10/2022,19:0:0,10.55,8.04,8.24,2.98,113.54,66.01,80.919
9/10/2022,19:15:0,10.56,8.01,7.98,2.93,115.84,65.13,80.884
9/10/2022,19:30:0,10.51,8.08,8.5,3.25,123.95,67.21,80.802
9/10/2022,19:45:0,10.5,8.02,8.05,2.64,88.42,50.59,80.748
9/10/2022,20:0:0,10.51,7.98,7.77,2.59,83.72,48.11,80.708
9/10/2022,20:15:0,10.53,7.87,7.16,2.36,67.41,39.49,80.695
9/10/2022,20:30:0,10.52,7.85,7.04,2.28,63.36,33.75,80.676
9/10/2022,20:45:0,10.52,7.82,6.81,2.43,57.77,32.79,80.636
9/10/2022,21:0:0,10.51,7.81,6.73,2.23,59.98,37.37,80.625
9/10/2022,21:15:0,10.54,7.78,6.55,2.15,46.59,25.72,80.613
9/10/2022,21:30:0,10.52,7.79,6.62,2.47,54.36,28.1,80.616
9/10/2022,21:45:0,10.53,7.74,6.41,1.91,40.65,22.47,80.627
9/10/2022,22:0:0,10.53,7.79,6.7,2.09,50.35,26.52,80.584
9/10/2022,22:15:0,10.49,7.79,6.55,2,51.66,29.54,80.548
9/10/2022,22:30:0,10.51,7.72,6.28,2.05,41.4,21.92,80.546
9/10/2022,22:45:0,10.47,7.72,6.16,2.08,49.78,29.24,80.479
9/10/2022,23:0:0,10.46,7.65,5.91,1.99,41.56,20.62,80.4
9/10/2022,23:15:0,10.4,7.67,5.87,2.09,42.47,23.49,80.308
9/10/2022,23:30:0,10.44,7.62,5.64,2.04,44.6,24.44,80.294
9/10/2022,23:45:0,10.26,7.65,5.81,1.94,42.46,23.91,80.087
9/11/2022,0:0:0,10.18,7.68,6,2.35,50.29,28.49,80.04
9/11/2022,0:15:0,10.16,7.61,5.61,2.19,52.2,30.81,79.963
9/11/2022,0:30:0,10.12,7.59,5.55,2.2,48.46,27.5,79.882
9/11/2022,0:45:0,10.1,7.58,5.51,2.16,40.18,23.76,79.824
9/11/2022,1:0:0,10.06,7.55,5.42,2.04,47.89,26.62,79.75
9/11/2022,1:15:0,10.01,7.55,5.37,2.02,40.5,23.28,79.68
9/11/2022,1:30:0,10.13,7.5,5.11,2.03,38.82,19.75,79.795
9/11/2022,1:45:0,10.05,7.49,5.09,2.12,31.25,17.72,79.7
9/11/2022,2:0:0,9.98,7.51,5.27,2,33.12,18.73,79.659
9/11/2022,2:15:0,9.98,7.51,5.14,1.94,35.41,19.99,79.569
9/11/2022,2:30:0,9.98,7.49,4.93,1.84,25.13,14.8,79.608
9/11/2022,2:45:0,9.95,7.51,5.05,1.85,25.64,12.8,79.558
9/11/2022,3:0:0,10.01,7.49,4.8,1.75,22.23,14.18,79.714
9/11/2022,3:15:0,10.12,7.46,4.56,1.8,21.35,13.25,79.84
9/11/2022,3:30:0,9.96,7.51,5.27,1.81,23.72,14.22,79.59
9/11/2022,3:45:0,9.99,7.49,4.94,1.75,22.94,14.24,79.657
9/11/2022,4:0:0,10.08,7.47,4.89,1.87,23.22,14.36,79.763
9/11/2022,4:15:0,10.08,7.51,4.98,1.86,24.37,14.69,79.601
9/11/2022,4:30:0,10.09,7.49,4.93,1.77,26.37,16.0,79.671
9/11/2022,4:45:0,10.09,7.46,4.9,1.81,23.48,15.32,79.675
9/11/2022,5:0:0,10.12,7.46,4.93,1.73,23.34,14.1,79.691
9/11/2022,5:15:0,10.21,7.44,4.73,1.8,23.33,15.51,79.801
9/11/2022,5:30:0,10.14,7.45,4.89,1.75,23.77,14.3,79.664
9/11/2022,5:45:0,10.22,7.45,4.95,2.24,24.02,13.22,79.772
9/11/2022,6:0:0,10.24,7.43,4.72,1.78,22.47,14.48,79.754
9/11/2022,6:15:0,10.26,7.44,4.81,1.8,21.89,12.38,79.792
9/11/2022,6:30:0,10.2,7.45,4.8,1.79,29.62,16.15,79.729
9/11/2022,6:45:0,10.27,7.45,4.81,1.73,25.93,15.04,79.761
9/11/2022,7:0:0,10.22,7.44,4.9,1.92,25.64,14.4,79.601
9/11/2022,7:15:0,10.32,7.43,4.72,1.82,21.64,15.12,79.819
9/11/2022,7:30:0,10.34,7.38,4.06,1.75,21.58,16.56,79.905
9/11/2022,7:45:0,10.28,7.39,4.02,1.77,29.65,18.93,79.891
9/11/2022,8:0:0,10.21,7.44,4.33,2.01,29.42,22.43,79.806
9/11/2022,8:15:0,10.11,7.43,4.41,1.88,31.23,17.71,79.509
9/11/2022,8:30:0,9.9,7.5,5.14,1.96,39.06,26.8,79.144
9/11/2022,8:45:0,9.36,7.58,5.63,2.18,41.06,24.87,78.481
9/11/2022,9:0:0,9.49,7.45,4.86,2.38,28.78,16.86,78.944
9/11/2022,9:15:0,9.65,7.41,4.51,2.16,21.58,12.6,79.054
9/11/2022,9:30:0,9.44,7.46,5.16,2.46,28.29,18.48,78.901
9/11/2022,9:45:0,9.55,7.43,4.69,2.3,23.63,14.19,79.036
9/11/2022,10:0:0,9.48,7.43,4.67,2.33,23.34,14.21,78.93
9/11/2022,10:15:0,9.38,7.46,5.04,2.49,34.23,22.0,78.827
9/11/2022,10:30:0,9.32,7.43,4.77,2.42,35.76,20.95,78.789
9/11/2022,10:45:0,9.22,7.42,4.7,2.71,37.68,22.84,78.768
9/11/2022,11:0:0,9.34,7.43,5,2.8,51.04,31.79,78.939
9/11/2022,11:15:0,9.59,7.4,4.51,2.51,40.39,27.45,79.149
9/11/2022,11:30:0,9.18,7.52,5.37,2.72,51.56,36.19,78.539
9/11/2022,11:45:0,9.44,7.47,5.05,2.46,46.54,27.97,78.991
9/11/2022,12:0:0,9.11,7.55,5.26,2.86,62.1,44.85,78.337
9/11/2022,12:15:0,8.89,7.57,5.67,3.01,46.6,31.34,78.411
9/11/2022,12:30:0,9.1,7.5,5.28,3.03,62.79,40.95,78.798
9/11/2022,12:45:0,9.19,7.46,5.2,3.33,68.21,47.55,78.955
9/11/2022,13:0:0,8.88,7.48,5.43,3.77,55.53,33.26,78.832
9/11/2022,13:15:0,8.88,7.49,5.33,3.85,52.51,32.88,78.899
9/11/2022,13:30:0,8.47,7.55,5.78,4.68,69.72,44.34,78.579
9/11/2022,13:45:0,8.73,7.49,5.36,3.83,47.49,29.25,78.831
9/11/2022,14:0:0,8.59,7.51,5.62,4,53.54,36.77,78.726
9/11/2022,14:15:0,8.67,7.52,5.55,4.12,47.14,32.05,78.753
9/11/2022,14:30:0,8.71,7.52,5.66,4.09,47.82,31.38,78.798
