Date,Time (GMT),Verified (ft)
2022/09/07,18:48,1.41
2022/09/07,18:54,1.44
2022/09/07,19:00,1.46
2022/09/07,19:06,1.49
2022/09/07,19:12,1.51
2022/09/07,19:18,1.52
2022/09/07,19:24,1.54
2022/09/07,19:30,1.56
2022/09/07,19:36,1.58
2022/09/07,19:42,1.62
2022/09/07,19:48,1.63
2022/09/07,19:54,1.65
2022/09/07,20:00,1.68
2022/09/07,20:06,1.71
2022/09/07,20:12,1.73
2022/09/07,20:18,1.76
2022/09/07,20:24,1.8
2022/09/07,20:30,1.81
2022/09/07,20:36,1.84
2022/09/07,20:42,1.84
2022/09/07,20:48,1.84
2022/09/07,20:54,1.85
2022/09/07,21:00,1.85
2022/09/07,21:06,1.86
2022/09/07,21:12,1.87
2022/09/07,21:18,1.87
2022/09/07,21:24,1.87
2022/09/07,21:30,1.84
2022/09/07,21:36,1.84
2022/09/07,21:42,1.81
2022/09/07,21:48,1.82
2022/09/07,21:54,1.78
2022/09/07,22:00,1.77
2022/09/07,22:06,1.78
2022/09/07,22:12,1.75
2022/09/07,22:18,1.72
2022/09/07,22:24,1.71
2022/09/07,22:30,1.67
2022/09/07,22:36,1.65
2022/09/07,22:42,1.64
2022/09/07,22:48,1.64
2022/09/07,22:54,1.62
2022/09/07,23:00,1.61
2022/09/07,23:06,1.58
2022/09/07,23:12,1.56
2022/09/07,23:18,1.54
2022/09/07,23:24,1.5
2022/09/07,23:30,1.46
2022/09/07,23:36,1.44
2022/09/07,23:42,1.41
2022/09/07,23:48,1.38
2022/09/07,23:54,1.37
2022/09/08,00:00,1.35
2022/09/08,00:06,1.33
2022/09/08,00:12,1.3
2022/09/08,00:18,1.28
2022/09/08,00:24,1.25
2022/09/08,00:30,1.23
2022/09/08,00:36,1.22
2022/09/08,00:42,1.2
2022/09/08,00:48,1.17
2022/09/08,00:54,1.16
2022/09/08,01:00,1.14
2022/09/08,01:06,1.12
2022/09/08,01:12,1.11
2022/09/08,01:18,1.11
2022/09/08,01:24,1.09
2022/09/08,01:30,1.07
2022/09/08,01:36,1.07
2022/09/08,01:42,1.05
2022/09/08,01:48,1.04
2022/09/08,01:54,1.04
2022/09/08,02:00,1.05
2022/09/08,02:06,1.05
2022/09/08,02:12,1.06
2022/09/08,02:18,1.05
2022/09/08,02:24,1.04
2022/09/08,02:30,1.05
2022/09/08,02:36,1.05
2022/09/08,02:42,1.06
2022/09/08,02:48,1.05
2022/09/08,02:54,1.06
2022/09/08,03:00,1.09
2022/09/08,03:06,1.1
2022/09/08,03:12,1.12
2022/09/08,03:18,1.12
2022/09/08,03:24,1.14
2022/09/08,03:30,1.16
2022/09/08,03:36,1.16
2022/09/08,03:42,1.19
2022/09/08,03:48,1.2
2022/09/08,03:54,1.21
2022/09/08,04:00,1.24
2022/09/08,04:06,1.24
2022/09/08,04:12,1.27
2022/09/08,04:18,1.29
2022/09/08,04:24,1.31
2022/09/08,04:30,1.35
2022/09/08,04:36,1.37
2022/09/08,04:42,1.4
2022/09/08,04:48,1.44
2022/09/08,04:54,1.48
2022/09/08,05:00,1.51
2022/09/08,05:06,1.56
2022/09/08,05:12,1.59
2022/09/08,05:18,1.62
2022/09/08,05:24,1.68
2022/09/08,05:30,1.72
2022/09/08,05:36,1.76
2022/09/08,05:42,1.81
2022/09/08,05:48,1.85
2022/09/08,05:54,1.88
2022/09/08,06:00,1.93
2022/09/08,06:06,1.97
2022/09/08,06:12,2
2022/09/08,06:18,2.05
2022/09/08,06:24,2.08
2022/09/08,06:30,2.12
2022/09/08,06:36,2.16
2022/09/08,06:42,2.2
2022/09/08,06:48,2.25
2022/09/08,06:54,2.29
2022/09/08,07:00,2.32
2022/09/08,07:06,2.34
2022/09/08,07:12,2.37
2022/09/08,07:18,2.4
2022/09/08,07:24,2.44
2022/09/08,07:30,2.48
2022/09/08,07:36,2.52
2022/09/08,07:42,2.55
2022/09/08,07:48,2.58
2022/09/08,07:54,2.61
2022/09/08,08:00,2.64
2022/09/08,08:06,2.68
2022/09/08,08:12,2.74
2022/09/08,08:18,2.78
2022/09/08,08:24,2.81
2022/09/08,08:30,2.81
2022/09/08,08:36,2.83
2022/09/08,08:42,2.83
2022/09/08,08:48,2.85
2022/09/08,08:54,2.88
2022/09/08,09:00,2.89
2022/09/08,09:06,2.92
2022/09/08,09:12,2.91
2022/09/08,09:18,2.91
2022/09/08,09:24,2.9
2022/09/08,09:30,2.91
2022/09/08,09:36,2.93
2022/09/08,09:42,2.94
2022/09/08,09:48,2.93
2022/09/08,09:54,2.93
2022/09/08,10:00,2.91
2022/09/08,10:06,2.91
2022/09/08,10:12,2.91
2022/09/08,10:18,2.92
2022/09/08,10:24,2.91
2022/09/08,10:30,2.91
2022/09/08,10:36,2.89
2022/09/08,10:42,2.86
2022/09/08,10:48,2.85
2022/09/08,10:54,2.83
2022/09/08,11:00,2.83
2022/09/08,11:06,2.82
2022/09/08,11:12,2.81
2022/09/08,11:18,2.8
2022/09/08,11:24,2.77
2022/09/08,11:30,2.76
2022/09/08,11:36,2.73
2022/09/08,11:42,2.71
2022/09/08,11:48,2.69
2022/09/08,11:54,2.67
2022/09/08,12:00,2.64
2022/09/08,12:06,2.61
2022/09/08,12:12,2.58
2022/09/08,12:18,2.55
2022/09/08,12:24,2.55
2022/09/08,12:30,2.53
2022/09/08,12:36,2.5
2022/09/08,12:42,2.49
2022/09/08,12:48,2.45
2022/09/08,12:54,2.44
2022/09/08,13:00,2.42
2022/09/08,13:06,2.4
2022/09/08,13:12,2.37
2022/09/08,13:18,2.37
2022/09/08,13:24,2.34
2022/09/08,13:30,2.33
2022/09/08,13:36,2.32
2022/09/08,13:42,2.29
2022/09/08,13:48,2.29
2022/09/08,13:54,2.26
2022/09/08,14:00,2.23
2022/09/08,14:06,2.22
2022/09/08,14:12,2.21
2022/09/08,14:18,2.19
2022/09/08,14:24,2.18
2022/09/08,14:30,2.17
2022/09/08,14:36,2.15
2022/09/08,14:42,2.13
2022/09/08,14:48,2.11
2022/09/08,14:54,2.09
2022/09/08,15:00,2.07
2022/09/08,15:06,2.07
2022/09/08,15:12,2.05
2022/09/08,15:18,2.03
2022/09/08,15:24,2.01
2022/09/08,15:30,1.99
2022/09/08,15:36,1.99
2022/09/08,15:42,1.99
2022/09/08,15:48,1.98
2022/09/08,15:54,1.95
2022/09/08,16:00,1.96
2022/09/08,16:06,1.96
2022/09/08,16:12,1.94
2022/09/08,16:18,1.94
2022/09/08,16:24,1.94
2022/09/08,16:30,1.93
2022/09/08,16:36,1.94
2022/09/08,16:42,1.95
2022/09/08,16:48,1.93
2022/09/08,16:54,1.95
2022/09/08,17:00,1.96
2022/09/08,17:06,1.97
2022/09/08,17:12,1.99
2022/09/08,17:18,1.99
2022/09/08,17:24,1.99
2022/09/08,17:30,2
2022/09/08,17:36,2
2022/09/08,17:42,2.02
2022/09/08,17:48,2.06
2022/09/08,17:54,2.07
2022/09/08,18:00,2.1
2022/09/08,18:06,2.12
2022/09/08,18:12,2.12
2022/09/08,18:18,2.15
2022/09/08,18:24,2.18
2022/09/08,18:30,2.21
2022/09/08,18:36,2.26
2022/09/08,18:42,2.27
2022/09/08,18:48,2.3
2022/09/08,18:54,2.31
2022/09/08,19:00,2.33
2022/09/08,19:06,2.36
2022/09/08,19:12,2.38
2022/09/08,19:18,2.4
2022/09/08,19:24,2.42
2022/09/08,19:30,2.43
2022/09/08,19:36,2.44
2022/09/08,19:42,2.47
2022/09/08,19:48,2.47
2022/09/08,19:54,2.5
2022/09/08,20:00,2.52
2022/09/08,20:06,2.53
2022/09/08,20:12,2.55
2022/09/08,20:18,2.55
2022/09/08,20:24,2.56
2022/09/08,20:30,2.57
2022/09/08,20:36,2.59
2022/09/08,20:42,2.59
2022/09/08,20:48,2.62
2022/09/08,20:54,2.62
2022/09/08,21:00,2.63
2022/09/08,21:06,2.63
2022/09/08,21:12,2.63
2022/09/08,21:18,2.63
2022/09/08,21:24,2.63
2022/09/08,21:30,2.63
2022/09/08,21:36,2.63
2022/09/08,21:42,2.62
2022/09/08,21:48,2.62
2022/09/08,21:54,2.62
2022/09/08,22:00,2.61
2022/09/08,22:06,2.6
2022/09/08,22:12,2.59
2022/09/08,22:18,2.56
2022/09/08,22:24,2.54
2022/09/08,22:30,2.52
2022/09/08,22:36,2.5
2022/09/08,22:42,2.49
2022/09/08,22:48,2.47
2022/09/08,22:54,2.45
2022/09/08,23:00,2.43
2022/09/08,23:06,2.4
2022/09/08,23:12,2.38
2022/09/08,23:18,2.34
2022/09/08,23:24,2.32
2022/09/08,23:30,2.29
2022/09/08,23:36,2.26
2022/09/08,23:42,2.24
2022/09/08,23:48,2.2
2022/09/08,23:54,2.19
2022/09/09,00:00,2.17
2022/09/09,00:06,2.15
2022/09/09,00:12,2.13
2022/09/09,00:18,2.1
2022/09/09,00:24,2.07
2022/09/09,00:30,2.05
2022/09/09,00:36,2.02
2022/09/09,00:42,1.99
2022/09/09,00:48,1.97
2022/09/09,00:54,1.93
2022/09/09,01:00,1.91
2022/09/09,01:06,1.89
2022/09/09,01:12,1.87
2022/09/09,01:18,1.85
2022/09/09,01:24,1.84
2022/09/09,01:30,1.8
2022/09/09,01:36,1.78
2022/09/09,01:42,1.76
2022/09/09,01:48,1.74
2022/09/09,01:54,1.71
2022/09/09,02:00,1.69
2022/09/09,02:06,1.68
2022/09/09,02:12,1.66
2022/09/09,02:18,1.64
2022/09/09,02:24,1.63
2022/09/09,02:30,1.61
2022/09/09,02:36,1.6
2022/09/09,02:42,1.59
2022/09/09,02:48,1.58
2022/09/09,02:54,1.57
2022/09/09,03:00,1.55
2022/09/09,03:06,1.54
2022/09/09,03:12,1.53
2022/09/09,03:18,1.52
2022/09/09,03:24,1.51
2022/09/09,03:30,1.51
2022/09/09,03:36,1.51
2022/09/09,03:42,1.52
2022/09/09,03:48,1.53
2022/09/09,03:54,1.52
2022/09/09,04:00,1.52
2022/09/09,04:06,1.53
2022/09/09,04:12,1.53
2022/09/09,04:18,1.55
2022/09/09,04:24,1.56
2022/09/09,04:30,1.58
2022/09/09,04:36,1.59
2022/09/09,04:42,1.59
2022/09/09,04:48,1.61
2022/09/09,04:54,1.62
2022/09/09,05:00,1.65
2022/09/09,05:06,1.68
2022/09/09,05:12,1.7
2022/09/09,05:18,1.74
2022/09/09,05:24,1.77
2022/09/09,05:30,1.8
2022/09/09,05:36,1.83
2022/09/09,05:42,1.86
2022/09/09,05:48,1.9
2022/09/09,05:54,1.95
2022/09/09,06:00,1.99
2022/09/09,06:06,2.03
2022/09/09,06:12,2.07
2022/09/09,06:18,2.11
2022/09/09,06:24,2.16
2022/09/09,06:30,2.2
2022/09/09,06:36,2.25
2022/09/09,06:42,2.3
2022/09/09,06:48,2.35
2022/09/09,06:54,2.4
2022/09/09,07:00,2.44
2022/09/09,07:06,2.49
2022/09/09,07:12,2.53
2022/09/09,07:18,2.57
2022/09/09,07:24,2.62
2022/09/09,07:30,2.64
2022/09/09,07:36,2.68
2022/09/09,07:42,2.71
2022/09/09,07:48,2.76
2022/09/09,07:54,2.81
2022/09/09,08:00,2.84
2022/09/09,08:06,2.89
2022/09/09,08:12,2.92
2022/09/09,08:18,2.94
2022/09/09,08:24,2.98
2022/09/09,08:30,3.02
2022/09/09,08:36,3.04
2022/09/09,08:42,3.08
2022/09/09,08:48,3.11
2022/09/09,08:54,3.13
2022/09/09,09:00,3.16
2022/09/09,09:06,3.21
2022/09/09,09:12,3.23
2022/09/09,09:18,3.24
2022/09/09,09:24,3.27
2022/09/09,09:30,3.28
2022/09/09,09:36,3.3
2022/09/09,09:42,3.33
2022/09/09,09:48,3.35
2022/09/09,09:54,3.36
2022/09/09,10:00,3.37
2022/09/09,10:06,3.37
2022/09/09,10:12,3.38
2022/09/09,10:18,3.38
2022/09/09,10:24,3.39
2022/09/09,10:30,3.39
2022/09/09,10:36,3.39
2022/09/09,10:42,3.38
2022/09/09,10:48,3.37
2022/09/09,10:54,3.35
2022/09/09,11:00,3.34
2022/09/09,11:06,3.33
2022/09/09,11:12,3.31
2022/09/09,11:18,3.29
2022/09/09,11:24,3.28
2022/09/09,11:30,3.25
2022/09/09,11:36,3.22
2022/09/09,11:42,3.19
2022/09/09,11:48,3.16
2022/09/09,11:54,3.13
2022/09/09,12:00,3.11
2022/09/09,12:06,3.08
2022/09/09,12:12,3.06
2022/09/09,12:18,3.04
2022/09/09,12:24,3.01
2022/09/09,12:30,2.99
2022/09/09,12:36,2.95
2022/09/09,12:42,2.94
2022/09/09,12:48,2.91
2022/09/09,12:54,2.89
2022/09/09,13:00,2.85
2022/09/09,13:06,2.83
2022/09/09,13:12,2.8
2022/09/09,13:18,2.78
2022/09/09,13:24,2.76
2022/09/09,13:30,2.73
2022/09/09,13:36,2.71
2022/09/09,13:42,2.68
2022/09/09,13:48,2.65
2022/09/09,13:54,2.63
2022/09/09,14:00,2.61
2022/09/09,14:06,2.59
2022/09/09,14:12,2.55
2022/09/09,14:18,2.53
2022/09/09,14:24,2.49
2022/09/09,14:30,2.45
2022/09/09,14:36,2.41
2022/09/09,14:42,2.4
2022/09/09,14:48,2.38
2022/09/09,14:54,2.36
2022/09/09,15:00,2.33
2022/09/09,15:06,2.3
2022/09/09,15:12,2.27
2022/09/09,15:18,2.25
2022/09/09,15:24,2.21
2022/09/09,15:30,2.19
2022/09/09,15:36,2.16
2022/09/09,15:42,2.13
2022/09/09,15:48,2.1
2022/09/09,15:54,2.07
2022/09/09,16:00,2.05
2022/09/09,16:06,2.03
2022/09/09,16:12,1.99
2022/09/09,16:18,1.98
2022/09/09,16:24,1.96
2022/09/09,16:30,1.93
2022/09/09,16:36,1.9
2022/09/09,16:42,1.89
2022/09/09,16:48,1.87
2022/09/09,16:54,1.85
2022/09/09,17:00,1.85
2022/09/09,17:06,1.81
2022/09/09,17:12,1.81
2022/09/09,17:18,1.79
2022/09/09,17:24,1.79
2022/09/09,17:30,1.77
2022/09/09,17:36,1.79
2022/09/09,17:42,1.78
2022/09/09,17:48,1.78
2022/09/09,17:54,1.77
2022/09/09,18:00,1.78
2022/09/09,18:06,1.8
2022/09/09,18:12,1.81
2022/09/09,18:18,1.83
2022/09/09,18:24,1.84
2022/09/09,18:30,1.86
2022/09/09,18:36,1.88
2022/09/09,18:42,1.91
2022/09/09,18:48,1.91
2022/09/09,18:54,1.94
2022/09/09,19:00,1.96
2022/09/09,19:06,1.98
2022/09/09,19:12,2.01
2022/09/09,19:18,2.04
2022/09/09,19:24,2.08
2022/09/09,19:30,2.1
2022/09/09,19:36,2.12
2022/09/09,19:42,2.14
2022/09/09,19:48,2.15
2022/09/09,19:54,2.19
2022/09/09,20:00,2.2
2022/09/09,20:06,2.23
2022/09/09,20:12,2.27
2022/09/09,20:18,2.28
2022/09/09,20:24,2.31
2022/09/09,20:30,2.34
2022/09/09,20:36,2.36
2022/09/09,20:42,2.38
2022/09/09,20:48,2.42
2022/09/09,20:54,2.45
2022/09/09,21:00,2.46
2022/09/09,21:06,2.5
2022/09/09,21:12,2.51
2022/09/09,21:18,2.54
2022/09/09,21:24,2.55
2022/09/09,21:30,2.57
2022/09/09,21:36,2.6
2022/09/09,21:42,2.61
2022/09/09,21:48,2.63
2022/09/09,21:54,2.65
2022/09/09,22:00,2.65
2022/09/09,22:06,2.67
2022/09/09,22:12,2.66
2022/09/09,22:18,2.67
2022/09/09,22:24,2.68
2022/09/09,22:30,2.68
2022/09/09,22:36,2.66
2022/09/09,22:42,2.66
2022/09/09,22:48,2.63
2022/09/09,22:54,2.63
2022/09/09,23:00,2.63
2022/09/09,23:06,2.64
2022/09/09,23:12,2.63
2022/09/09,23:18,2.62
2022/09/09,23:24,2.59
2022/09/09,23:30,2.56
2022/09/09,23:36,2.55
2022/09/09,23:42,2.52
2022/09/09,23:48,2.51
2022/09/09,23:54,2.49
2022/09/10,00:00,2.46
2022/09/10,00:06,2.44
2022/09/10,00:12,2.4
2022/09/10,00:18,2.38
2022/09/10,00:24,2.37
2022/09/10,00:30,2.34
2022/09/10,00:36,2.32
2022/09/10,00:42,2.31
2022/09/10,00:48,2.29
2022/09/10,00:54,2.28
2022/09/10,01:00,2.27
2022/09/10,01:06,2.24
2022/09/10,01:12,2.22
2022/09/10,01:18,2.2
2022/09/10,01:24,2.19
2022/09/10,01:30,2.18
2022/09/10,01:36,2.16
2022/09/10,01:42,2.15
2022/09/10,01:48,2.13
2022/09/10,01:54,2.11
2022/09/10,02:00,2.1
2022/09/10,02:06,2.08
2022/09/10,02:12,2.06
2022/09/10,02:18,2.05
2022/09/10,02:24,2.02
2022/09/10,02:30,1.99
2022/09/10,02:36,1.96
2022/09/10,02:42,1.92
2022/09/10,02:48,1.91
2022/09/10,02:54,1.89
2022/09/10,03:00,1.87
2022/09/10,03:06,1.84
2022/09/10,03:12,1.83
2022/09/10,03:18,1.81
2022/09/10,03:24,1.8
2022/09/10,03:30,1.79
2022/09/10,03:36,1.79
2022/09/10,03:42,1.77
2022/09/10,03:48,1.78
2022/09/10,03:54,1.74
2022/09/10,04:00,1.76
2022/09/10,04:06,1.75
2022/09/10,04:12,1.74
2022/09/10,04:18,1.74
2022/09/10,04:24,1.75
2022/09/10,04:30,1.74
2022/09/10,04:36,1.74
2022/09/10,04:42,1.73
2022/09/10,04:48,1.73
2022/09/10,04:54,1.74
2022/09/10,05:00,1.76
2022/09/10,05:06,1.76
2022/09/10,05:12,1.76
2022/09/10,05:18,1.76
2022/09/10,05:24,1.76
2022/09/10,05:30,1.76
2022/09/10,05:36,1.78
2022/09/10,05:42,1.79
2022/09/10,05:48,1.82
2022/09/10,05:54,1.84
2022/09/10,06:00,1.87
2022/09/10,06:06,1.89
2022/09/10,06:12,1.91
2022/09/10,06:18,1.94
2022/09/10,06:24,1.96
2022/09/10,06:30,1.99
2022/09/10,06:36,2.02
2022/09/10,06:42,2.04
2022/09/10,06:48,2.08
2022/09/10,06:54,2.11
2022/09/10,07:00,2.13
2022/09/10,07:06,2.17
2022/09/10,07:12,2.21
2022/09/10,07:18,2.25
2022/09/10,07:24,2.3
2022/09/10,07:30,2.35
2022/09/10,07:36,2.39
2022/09/10,07:42,2.43
2022/09/10,07:48,2.47
2022/09/10,07:54,2.49
2022/09/10,08:00,2.53
2022/09/10,08:06,2.56
2022/09/10,08:12,2.59
2022/09/10,08:18,2.64
2022/09/10,08:24,2.66
2022/09/10,08:30,2.7
2022/09/10,08:36,2.72
2022/09/10,08:42,2.75
2022/09/10,08:48,2.8
2022/09/10,08:54,2.83
2022/09/10,09:00,2.86
2022/09/10,09:06,2.89
2022/09/10,09:12,2.92
2022/09/10,09:18,2.97
2022/09/10,09:24,3.01
2022/09/10,09:30,3.04
2022/09/10,09:36,3.06
2022/09/10,09:42,3.1
2022/09/10,09:48,3.13
2022/09/10,09:54,3.15
2022/09/10,10:00,3.17
2022/09/10,10:06,3.18
2022/09/10,10:12,3.21
2022/09/10,10:18,3.22
2022/09/10,10:24,3.24
2022/09/10,10:30,3.25
2022/09/10,10:36,3.26
2022/09/10,10:42,3.26
2022/09/10,10:48,3.27
2022/09/10,10:54,3.27
2022/09/10,11:00,3.26
2022/09/10,11:06,3.27
2022/09/10,11:12,3.26
2022/09/10,11:18,3.25
2022/09/10,11:24,3.24
2022/09/10,11:30,3.22
2022/09/10,11:36,3.22
2022/09/10,11:42,3.2
2022/09/10,11:48,3.18
2022/09/10,11:54,3.18
2022/09/10,12:00,3.17
2022/09/10,12:06,3.16
2022/09/10,12:12,3.14
2022/09/10,12:18,3.1
2022/09/10,12:24,3.06
2022/09/10,12:30,3.03
2022/09/10,12:36,3.01
2022/09/10,12:42,2.99
2022/09/10,12:48,2.97
2022/09/10,12:54,2.94
2022/09/10,13:00,2.9
2022/09/10,13:06,2.86
2022/09/10,13:12,2.82
2022/09/10,13:18,2.81
2022/09/10,13:24,2.77
2022/09/10,13:30,2.76
2022/09/10,13:36,2.72
2022/09/10,13:42,2.68
2022/09/10,13:48,2.64
2022/09/10,13:54,2.61
2022/09/10,14:00,2.57
2022/09/10,14:06,2.54
2022/09/10,14:12,2.52
2022/09/10,14:18,2.51
2022/09/10,14:24,2.47
2022/09/10,14:30,2.43
2022/09/10,14:36,2.41
2022/09/10,14:42,2.37
2022/09/10,14:48,2.34
2022/09/10,14:54,2.32
2022/09/10,15:00,2.29
2022/09/10,15:06,2.26
2022/09/10,15:12,2.22
2022/09/10,15:18,2.2
2022/09/10,15:24,2.17
2022/09/10,15:30,2.16
2022/09/10,15:36,2.12
2022/09/10,15:42,2.09
2022/09/10,15:48,2.08
2022/09/10,15:54,2.03
2022/09/10,16:00,2
2022/09/10,16:06,1.99
2022/09/10,16:12,1.96
2022/09/10,16:18,1.94
2022/09/10,16:24,1.91
2022/09/10,16:30,1.89
2022/09/10,16:36,1.85
2022/09/10,16:42,1.82
2022/09/10,16:48,1.8
2022/09/10,16:54,1.78
2022/09/10,17:00,1.77
2022/09/10,17:06,1.73
2022/09/10,17:12,1.72
2022/09/10,17:18,1.69
2022/09/10,17:24,1.67
2022/09/10,17:30,1.65
2022/09/10,17:36,1.64
2022/09/10,17:42,1.62
2022/09/10,17:48,1.6
2022/09/10,17:54,1.59
2022/09/10,18:00,1.59
2022/09/10,18:06,1.58
2022/09/10,18:12,1.57
2022/09/10,18:18,1.56
2022/09/10,18:24,1.56
2022/09/10,18:30,1.57
2022/09/10,18:36,1.58
2022/09/10,18:42,1.58
2022/09/10,18:48,1.59
2022/09/10,18:54,1.6
2022/09/10,19:00,1.62
2022/09/10,19:06,1.63
2022/09/10,19:12,1.65
2022/09/10,19:18,1.68
2022/09/10,19:24,1.71
2022/09/10,19:30,1.73
2022/09/10,19:36,1.75
2022/09/10,19:42,1.79
2022/09/10,19:48,1.81
2022/09/10,19:54,1.84
2022/09/10,20:00,1.88
2022/09/10,20:06,1.91
2022/09/10,20:12,1.95
2022/09/10,20:18,1.98
2022/09/10,20:24,2.01
2022/09/10,20:30,2.05
2022/09/10,20:36,2.09
2022/09/10,20:42,2.12
2022/09/10,20:48,2.15
2022/09/10,20:54,2.18
2022/09/10,21:00,2.21
2022/09/10,21:06,2.24
2022/09/10,21:12,2.28
2022/09/10,21:18,2.3
2022/09/10,21:24,2.33
2022/09/10,21:30,2.36
2022/09/10,21:36,2.38
2022/09/10,21:42,2.4
2022/09/10,21:48,2.43
2022/09/10,21:54,2.45
2022/09/10,22:00,2.48
2022/09/10,22:06,2.5
2022/09/10,22:12,2.54
2022/09/10,22:18,2.55
2022/09/10,22:24,2.57
2022/09/10,22:30,2.59
2022/09/10,22:36,2.6
2022/09/10,22:42,2.62
2022/09/10,22:48,2.63
2022/09/10,22:54,2.63
2022/09/10,23:00,2.64
2022/09/10,23:06,2.66
2022/09/10,23:12,2.66
2022/09/10,23:18,2.66
2022/09/10,23:24,2.66
2022/09/10,23:30,2.65
2022/09/10,23:36,2.64
2022/09/10,23:42,2.62
2022/09/10,23:48,2.62
2022/09/10,23:54,2.6
2022/09/11,00:00,2.59
2022/09/11,00:06,2.57
2022/09/11,00:12,2.58
2022/09/11,00:18,2.56
2022/09/11,00:24,2.53
2022/09/11,00:30,2.49
2022/09/11,00:36,2.47
2022/09/11,00:42,2.46
2022/09/11,00:48,2.46
2022/09/11,00:54,2.45
2022/09/11,01:00,2.42
2022/09/11,01:06,2.4
2022/09/11,01:12,2.36
2022/09/11,01:18,2.34
2022/09/11,01:24,2.3
2022/09/11,01:30,2.27
2022/09/11,01:36,2.24
2022/09/11,01:42,2.22
2022/09/11,01:48,2.18
2022/09/11,01:54,2.15
2022/09/11,02:00,2.11
2022/09/11,02:06,2.08
2022/09/11,02:12,2.06
2022/09/11,02:18,2.03
2022/09/11,02:24,2
2022/09/11,02:30,1.98
2022/09/11,02:36,1.96
2022/09/11,02:42,1.93
2022/09/11,02:48,1.9
2022/09/11,02:54,1.88
2022/09/11,03:00,1.85
2022/09/11,03:06,1.83
2022/09/11,03:12,1.81
2022/09/11,03:18,1.79
2022/09/11,03:24,1.76
2022/09/11,03:30,1.74
2022/09/11,03:36,1.72
2022/09/11,03:42,1.7
2022/09/11,03:48,1.69
2022/09/11,03:54,1.67
2022/09/11,04:00,1.65
2022/09/11,04:06,1.63
2022/09/11,04:12,1.61
2022/09/11,04:18,1.59
2022/09/11,04:24,1.57
2022/09/11,04:30,1.55
2022/09/11,04:36,1.53
2022/09/11,04:42,1.51
2022/09/11,04:48,1.5
2022/09/11,04:54,1.48
2022/09/11,05:00,1.46
2022/09/11,05:06,1.46
2022/09/11,05:12,1.43
2022/09/11,05:18,1.42
2022/09/11,05:24,1.41
2022/09/11,05:30,1.38
2022/09/11,05:36,1.38
2022/09/11,05:42,1.37
2022/09/11,05:48,1.35
2022/09/11,05:54,1.35
2022/09/11,06:00,1.34
2022/09/11,06:06,1.35
2022/09/11,06:12,1.34
2022/09/11,06:18,1.33
2022/09/11,06:24,1.33
2022/09/11,06:30,1.34
2022/09/11,06:36,1.35
2022/09/11,06:42,1.35
2022/09/11,06:48,1.36
2022/09/11,06:54,1.37
2022/09/11,07:00,1.38
2022/09/11,07:06,1.42
2022/09/11,07:12,1.44
2022/09/11,07:18,1.46
2022/09/11,07:24,1.48
2022/09/11,07:30,1.52
2022/09/11,07:36,1.55
2022/09/11,07:42,1.59
2022/09/11,07:48,1.64
2022/09/11,07:54,1.67
2022/09/11,08:00,1.71
2022/09/11,08:06,1.75
2022/09/11,08:12,1.78
2022/09/11,08:18,1.81
2022/09/11,08:24,1.84
2022/09/11,08:30,1.87
2022/09/11,08:36,1.92
2022/09/11,08:42,1.94
2022/09/11,08:48,1.99
2022/09/11,08:54,2.02
2022/09/11,09:00,2.06
2022/09/11,09:06,2.09
2022/09/11,09:12,2.13
2022/09/11,09:18,2.15
2022/09/11,09:24,2.17
2022/09/11,09:30,2.22
2022/09/11,09:36,2.26
2022/09/11,09:42,2.32
2022/09/11,09:48,2.35
2022/09/11,09:54,2.39
2022/09/11,10:00,2.41
2022/09/11,10:06,2.45
2022/09/11,10:12,2.49
2022/09/11,10:18,2.54
2022/09/11,10:24,2.58
2022/09/11,10:30,2.61
2022/09/11,10:36,2.61
2022/09/11,10:42,2.63
2022/09/11,10:48,2.66
2022/09/11,10:54,2.69
2022/09/11,11:00,2.72
2022/09/11,11:06,2.74
2022/09/11,11:12,2.76
2022/09/11,11:18,2.78
2022/09/11,11:24,2.8
2022/09/11,11:30,2.82
2022/09/11,11:36,2.85
2022/09/11,11:42,2.87
2022/09/11,11:48,2.88
2022/09/11,11:54,2.89
2022/09/11,12:00,2.88
2022/09/11,12:06,2.88
2022/09/11,12:12,2.88
2022/09/11,12:18,2.85
2022/09/11,12:24,2.87
2022/09/11,12:30,2.86
2022/09/11,12:36,2.86
2022/09/11,12:42,2.87
2022/09/11,12:48,2.86
2022/09/11,12:54,2.85
2022/09/11,13:00,2.81
2022/09/11,13:06,2.78
2022/09/11,13:12,2.76
2022/09/11,13:18,2.76
2022/09/11,13:24,2.79
2022/09/11,13:30,2.77
2022/09/11,13:36,2.76
2022/09/11,13:42,2.71
2022/09/11,13:48,2.66
2022/09/11,13:54,2.62
2022/09/11,14:00,2.6
2022/09/11,14:06,2.54
2022/09/11,14:12,2.51
2022/09/11,14:18,2.47
2022/09/11,14:24,2.43
2022/09/11,14:30,2.41
2022/09/11,14:36,2.4
2022/09/11,14:42,2.39
2022/09/11,14:48,2.4
2022/09/11,14:54,2.4
2022/09/11,15:00,2.37
2022/09/11,15:06,2.36
2022/09/11,15:12,2.33
2022/09/11,15:18,2.31
2022/09/11,15:24,2.28
2022/09/11,15:30,2.26
2022/09/11,15:36,2.24
2022/09/11,15:42,2.22
2022/09/11,15:48,2.19
2022/09/11,15:54,2.18
